"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","vFA (pi)","ERA","xERA","FIP","xFIP","WAR","Age","W","L","ERA","G","GS","CG","ShO","SV","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","GB","FB","LD","IFFB","Balls","Strikes","Pitches","RS","IFH","BU","BUH","K/9","BB/9","K/BB","H/9","HR/9","AVG","WHIP","BABIP","LOB%","FIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","Starting","Start-IP","Relieving","Relief-IP","RAR","WAR","Dollars","tERA","xFIP","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","WPA/LI","Clutch","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","HLD","SD","MD","ERA-","FIP-","xFIP-","K%","BB%","SIERA","RS/9","E-F","FA% (sc)","FT% (sc)","FC% (sc)","FS% (sc)","FO% (sc)","SI% (sc)","SL% (sc)","CU% (sc)","KC% (sc)","EP% (sc)","CH% (sc)","SC% (sc)","KN% (sc)","UN% (sc)","vFA (sc)","vFT (sc)","vFC (sc)","vFS (sc)","vFO (sc)","vSI (sc)","vSL (sc)","vCU (sc)","vKC (sc)","vEP (sc)","vCH (sc)","vSC (sc)","vKN (sc)","FA-X (sc)","FT-X (sc)","FC-X (sc)","FS-X (sc)","FO-X (sc)","SI-X (sc)","SL-X (sc)","CU-X (sc)","KC-X (sc)","EP-X (sc)","CH-X (sc)","SC-X (sc)","KN-X (sc)","FA-Z (sc)","FT-Z (sc)","FC-Z (sc)","FS-Z (sc)","FO-Z (sc)","SI-Z (sc)","SL-Z (sc)","CU-Z (sc)","KC-Z (sc)","EP-Z (sc)","CH-Z (sc)","SC-Z (sc)","KN-Z (sc)","wFA (sc)","wFT (sc)","wFC (sc)","wFS (sc)","wFO (sc)","wSI (sc)","wSL (sc)","wCU (sc)","wKC (sc)","wEP (sc)","wCH (sc)","wSC (sc)","wKN (sc)","wFA/C (sc)","wFT/C (sc)","wFC/C (sc)","wFS/C (sc)","wFO/C (sc)","wSI/C (sc)","wSL/C (sc)","wCU/C (sc)","wKC/C (sc)","wEP/C (sc)","wCH/C (sc)","wSC/C (sc)","wKN/C (sc)","O-Swing% (sc)","Z-Swing% (sc)","Swing% (sc)","O-Contact% (sc)","Z-Contact% (sc)","Contact% (sc)","Zone% (sc)","Pace","RA9-WAR","BIP-Wins","LOB-Wins","FDP-Wins","Age Rng","K-BB%","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","kwERA","TTO%","CH% (pi)","CS% (pi)","CU% (pi)","FA% (pi)","FC% (pi)","FS% (pi)","KN% (pi)","SB% (pi)","SI% (pi)","SL% (pi)","XX% (pi)","vCH (pi)","vCS (pi)","vCU (pi)","vFA (pi)","vFC (pi)","vFS (pi)","vKN (pi)","vSB (pi)","vSI (pi)","vSL (pi)","vXX (pi)","CH-X (pi)","CS-X (pi)","CU-X (pi)","FA-X (pi)","FC-X (pi)","FS-X (pi)","KN-X (pi)","SB-X (pi)","SI-X (pi)","SL-X (pi)","XX-X (pi)","CH-Z (pi)","CS-Z (pi)","CU-Z (pi)","FA-Z (pi)","FC-Z (pi)","FS-Z (pi)","KN-Z (pi)","SB-Z (pi)","SI-Z (pi)","SL-Z (pi)","XX-Z (pi)","wCH (pi)","wCS (pi)","wCU (pi)","wFA (pi)","wFC (pi)","wFS (pi)","wKN (pi)","wSB (pi)","wSI (pi)","wSL (pi)","wXX (pi)","wCH/C (pi)","wCS/C (pi)","wCU/C (pi)","wFA/C (pi)","wFC/C (pi)","wFS/C (pi)","wKN/C (pi)","wSB/C (pi)","wSI/C (pi)","wSL/C (pi)","wXX/C (pi)","O-Swing% (pi)","Z-Swing% (pi)","Swing% (pi)","O-Contact% (pi)","Z-Contact% (pi)","Contact% (pi)","Zone% (pi)","Pace (pi)","FRM","K/9+","BB/9+","K/BB+","H/9+","HR/9+","AVG+","WHIP+","BABIP+","LOB%+","K%+","BB%+","LD%+","GB%+","FB%+","HR/FB%+","Pull%+","Cent%+","Oppo%+","Soft%+","Med%+","Hard%+","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","Events","CStr%","CSW%","xERA","playerid"
"Mike Rochford","BOS","0","0","0","2","0","2.1","3.86","3.86","0.00",".400","100.0%","","","","0.00","","3.20","","0.0","25","0","0","0.00","2","0","0","0","0","","2.1","12","4","0","0","0","1","0","0","0","0","1","","","","","","","","","","","","3.86","3.86","1.00","15.43","0.00",".364","2.14",".400","100.0%","3.20","","","","","","","","","","","0.3","2.1","0.3","0.0","","","","-0.28","-0.29","0.00","0.92","0.07","0.30","0.89","1.76","0.59","2","0.03","-0.96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","0","83","","8.3%","8.3%","","","-3.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","-0.1","0.2","0.1","25 - 25","0.0%","","","","","","","4.51","16.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70","120","58","173","0","143","159","142","140","58","100","","","","","","","","","","","","","","","","","","0","","","","1011090"
"Jeff Shaver","OAK","0","0","0","1","0","1.0","0.00","0.00","0.00",".000","100.0%","","","","0.00","","5.77","","0.0","24","0","0","0.00","1","0","0","0","0","","1.0","4","0","0","0","0","0","0","1","0","0","0","","","","","","","","","","","","0.00","0.00","0.00","0.00","0.00",".000","0.00",".000","100.0%","5.77","","","","","","","","","","","-0.1","1.0","-0.1","0.0","","","","0.01","-0.01","0.02","0.50","0.05","0.33","0.23","0.23","","0","0.02","0.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","152","","0.0%","0.0%","","","-5.77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","0.1","0.0","0.0","24 - 24","0.0%","","","","","","","4.51","0.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","0","0","0","0","0","140","0","0","","","","","","","","","","","","","","","","","","0","","","","1011814"
"Bob Milacki","BAL","2","0","0","3","3","25.0","6.48","3.24","0.36",".127","96.4%","","","","0.72","","2.93","","0.6","23","2","0","0.72","3","3","1","1","0","","25.0","91","9","2","2","1","9","0","0","0","0","18","","","","","","","","","","","","6.48","3.24","2.00","3.24","0.36",".110","0.72",".127","96.4%","2.93","","","","","","","","","5.5","25.0","","","5.5","0.6","","","","1.36","-0.84","2.20","9.03","1.01","1.13","1.22","0.87","2.22","2","0.93","0.27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","18","74","","19.8%","9.9%","","","-2.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.7","0.9","0.2","1.1","23 - 23","9.9%","","","","","","","3.33","30.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","118","101","117","36","42","43","54","45","135","138","118","","","","","","","","","","","","","","","","","","0","","","","1008855"
"Mark Knudson","MIL","0","0","0","5","0","16.0","3.94","1.13","0.56",".302","90.9%","","","","1.13","","3.08","","0.1","27","0","0","1.13","5","0","0","0","0","","16.0","63","17","3","2","1","2","0","0","1","0","7","","","","","","","","","","","","3.94","1.13","3.50","9.56","0.56",".279","1.19",".302","90.9%","3.08","","","","","","","","","","","1.0","16.0","1.0","0.1","","","","0.00","-0.20","0.20","3.81","0.39","0.16","0.17","0.27","0.28","2","-0.02","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","28","80","","11.1%","3.2%","","","-1.96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","-0.1","0.3","0.2","27 - 27","7.9%","","","","","","","3.56","15.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72","35","204","107","66","109","88","107","128","78","38","","","","","","","","","","","","","","","","","","0","","","","1007065"
"Tom McCarthy","CHW","2","0","1","6","0","13.0","3.46","1.38","0.00",".214","84.6%","","","","1.38","","2.92","","0.2","27","2","0","1.38","6","0","0","0","1","","13.0","51","9","2","2","0","2","0","2","0","0","5","","","","","","","","","","","","3.46","1.38","2.50","6.23","0.00",".191","0.85",".214","84.6%","2.92","","","","","","","","","","","1.5","13.0","1.5","0.2","","","","0.28","-0.81","1.09","3.94","0.42","1.20","1.18","0.89","2.68","2","0.33","-0.10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1","35","77","","9.8%","3.9%","","","-1.54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","0.2","0.1","0.3","27 - 27","5.9%","","","","","","","3.81","13.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63","43","146","70","0","75","63","76","119","69","47","","","","","","","","","","","","","","","","","","0","","","","1008381"
"Brian Meyer","HOU","0","0","0","8","0","12.1","7.30","2.92","1.46",".233","100.0%","","","","1.46","","4.23","","-0.1","25","0","0","1.46","8","0","0","0","0","","12.1","46","9","2","2","2","4","0","0","0","0","10","","","","","","","","","","","","7.30","2.92","2.50","6.57","1.46",".214","1.05",".233","100.0%","4.23","","","","","","","","","","","-0.7","12.1","-0.7","-0.1","","","","0.19","-0.16","0.36","4.10","0.47","0.35","0.32","0.26","0.75","3","0.00","0.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","44","128","","21.7%","8.7%","","","-2.77","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.1","0.2","0.3","25 - 25","13.0%","","","","","","","2.95","34.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","128","98","131","78","222","88","83","85","138","144","110","","","","","","","","","","","","","","","","","","0","","","","1008822"
"Greg Harris","SDP","2","0","0","3","1","18.0","7.50","1.50","0.00",".260","81.3%","","","","1.50","","1.60","","0.6","24","2","0","1.50","3","1","1","0","0","","18.0","68","13","3","3","0","3","0","0","0","0","15","","","","","","","","","","","","7.50","1.50","5.00","6.50","0.00",".200","0.89",".260","81.3%","1.60","","","","","","","","","3.0","9.0","1.4","9.0","4.4","0.6","","","","0.39","-0.28","0.67","4.20","0.51","0.47","0.53","0.69","","0","0.50","0.32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0","44","44","","22.1%","4.4%","","","-0.10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7","0.1","0.0","0.1","24 - 24","17.6%","","","","","","","2.40","26.5%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","132","50","193","78","0","82","70","95","112","146","56","","","","","","","","","","","","","","","","","","0","","","","1005416"
"John Franco","CIN","6","6","39","70","0","86.0","4.81","2.83","0.31",".219","83.3%","","","","1.57","","3.09","","1.1","27","6","6","1.57","70","0","0","0","39","","86.0","336","60","18","15","3","27","3","0","1","2","46","","","","","","","","","","","","4.81","2.83","1.70","6.28","0.31",".194","1.01",".219","83.3%","3.09","","","","","","","","","","","9.8","86.0","9.8","1.1","","","","3.52","-8.49","12.01","18.41","2.06","1.97","1.84","1.80","1.96","9","1.77","0.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43","8","44","85","","13.7%","8.0%","","","-1.52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.4","1.3","1.0","2.3","27 - 27","5.7%","","","","","","","3.84","22.6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85","95","89","75","48","80","80","80","115","91","102","","","","","","","","","","","","","","","","","","0","","","","874"
"Paul Mirabella","MIL","2","2","4","38","0","60.0","4.95","3.15","0.45",".223","87.2%","","","","1.65","","3.37","","0.5","34","2","2","1.65","38","0","0","0","4","","60.0","241","44","12","11","3","21","5","0","1","0","33","","","","","","","","","","","","4.95","3.15","1.57","6.60","0.45",".200","1.08",".223","87.2%","3.37","","","","","","","","","","","5.1","60.0","5.1","0.5","","","","1.07","-2.86","3.93","18.03","1.93","0.92","1.03","1.21","1.51","25","1.16","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","7","41","87","","13.7%","8.7%","","","-1.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.2","0.9","0.8","1.6","34 - 34","5.0%","","","","","","","3.92","23.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","98","92","74","53","79","81","79","122","96","104","","","","","","","","","","","","","","","","","","0","","","","1008989"
"Scott Service","PHI","0","0","0","5","0","5.1","10.13","1.69","0.00",".467","88.9%","","","","1.69","","1.64","","0.1","21","0","0","1.69","5","0","0","0","0","","5.1","23","7","1","1","0","1","0","1","0","0","6","","","","","","","","","","","","10.13","1.69","6.00","11.81","0.00",".333","1.50",".467","88.9%","1.64","","","","","","","","","","","0.9","5.1","0.9","0.1","","","","-0.09","-0.15","0.06","-0.88","-0.11","0.27","0.41","0.50","0.44","4","-0.25","-0.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","1","48","46","","26.1%","4.3%","","","0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","-0.2","0.3","0.0","21 - 21","21.7%","","","","","","","1.91","30.4%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","178","57","315","141","0","137","119","170","123","173","55","","","","","","","","","","","","","","","","","","0","","","","1684"
"Brian Holton","LAD","7","3","1","45","0","84.2","5.21","2.76","0.11",".260","81.4%","","","","1.70","","2.72","","0.9","28","7","3","1.70","45","0","0","0","1","","84.2","339","69","19","16","1","26","7","1","1","6","49","","","","","","","","","","","","5.21","2.76","1.88","7.33","0.11",".221","1.12",".260","81.4%","2.72","","","","","","","","","","","7.6","84.2","7.6","0.9","","","","1.28","-3.03","4.31","17.28","1.96","0.71","0.78","0.91","0.83","34","1.43","0.38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","4","51","80","","14.5%","7.7%","","","-1.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.0","0.5","0.6","1.1","28 - 28","6.8%","","","","","","","3.70","22.4%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92","93","99","88","16","91","89","95","113","96","97","","","","","","","","","","","","","","","","","","0","","","","1005986"
"Randy Myers","NYM","7","3","26","55","0","68.0","9.13","2.25","0.66",".238","86.0%","","","","1.72","","2.53","","1.7","25","7","3","1.72","55","0","0","0","26","","68.0","261","45","15","13","5","17","2","2","2","0","69","","","","","","","","","","","","9.13","2.25","4.06","5.96","0.66",".186","0.91",".238","86.0%","2.53","","","","","","","","","","","14.9","68.0","14.9","1.7","","","","4.03","-6.06","10.09","17.07","2.08","1.92","2.21","2.52","1.94","11","1.37","0.73","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","8","52","73","","26.4%","6.5%","","","-0.81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.0","0.6","0.7","1.3","25 - 25","19.9%","","","","","","","2.12","34.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","161","75","213","71","100","77","72","87","119","176","82","","","","","","","","","","","","","","","","","","0","","","","1009427"
"Joe Boever","ATL","0","2","1","16","0","20.1","3.10","0.44","0.44",".183","79.4%","","","","1.77","","3.01","","0.2","27","0","2","1.77","16","0","0","0","1","","20.1","70","12","4","4","1","1","0","1","0","0","7","","","","","","","","","","","","3.10","0.44","7.00","5.31","0.44",".176","0.64",".183","79.4%","3.01","","","","","","","","","","","1.8","20.1","1.8","0.2","","","","0.51","-1.13","1.64","8.31","0.89","1.16","1.19","1.05","2.28","3","0.64","-0.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","2","49","83","","10.0%","1.4%","","","-1.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6","0.5","-0.1","0.4","27 - 27","8.6%","","","","","","","3.49","12.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55","15","368","63","67","73","51","67","110","66","18","","","","","","","","","","","","","","","","","","0","","","","1001118"
"Dave Otto","OAK","0","0","0","3","2","10.0","6.30","5.40","0.00",".300","86.7%","","","","1.80","","3.17","","0.1","23","0","0","1.80","3","2","0","0","0","","10.0","43","9","2","2","0","6","0","0","0","1","7","","","","","","","","","","","","6.30","5.40","1.17","8.10","0.00",".243","1.50",".300","86.7%","3.17","","","","","","","","","0.4","6.0","0.5","4.0","0.9","0.1","","","","0.05","-0.43","0.48","2.61","0.29","0.66","0.49","0.58","0.71","2","0.29","-0.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","48","84","","16.3%","14.0%","","","-1.37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3","0.0","0.2","0.2","23 - 23","2.3%","","","","","","","4.24","30.2%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","115","168","68","91","0","95","112","107","122","114","167","","","","","","","","","","","","","","","","","","0","","","","1009905"
"John Costello","STL","5","2","1","36","0","49.2","6.89","4.53","0.54",".277","83.3%","","","","1.81","","3.53","","0.1","27","5","2","1.81","36","0","0","0","1","","49.2","214","44","15","10","3","25","4","0","0","1","38","","","","","","","","","","","","6.89","4.53","1.52","7.97","0.54",".233","1.39",".277","83.3%","3.53","","","","","","","","","","","0.7","49.2","0.7","0.1","","","","0.53","-3.39","3.91","4.62","0.52","1.02","1.11","1.13","1.43","21","0.31","0.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","8","52","102","","17.8%","11.7%","","","-1.72","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.9","0.0","0.8","0.8","27 - 27","6.1%","","","","","","","3.79","30.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","121","152","80","95","83","96","110","101","115","118","148","","","","","","","","","","","","","","","","","","0","","","","1002654"
"Rob Dibble","CIN","1","1","0","37","0","59.1","8.95","3.19","0.30",".270","85.2%","","","","1.82","","2.33","","1.1","24","1","1","1.82","37","0","0","0","0","","59.1","235","43","12","12","2","21","5","1","3","2","59","","","","","","","","","","","","8.95","3.19","2.81","6.52","0.30",".202","1.08",".270","85.2%","2.33","","","","","","","","","","","9.6","59.1","9.6","1.1","","","","0.90","-2.92","3.83","14.33","1.60","0.87","0.88","1.02","1.13","31","1.11","-0.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","3","51","63","","25.1%","8.9%","","","-0.51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.7","0.1","0.5","0.6","24 - 24","16.2%","","","","","","","2.57","34.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","158","107","148","78","46","83","85","99","118","167","113","","","","","","","","","","","","","","","","","","0","","","","1003269"
"Mike Henneman","DET","9","6","22","65","0","91.1","5.72","2.36","0.69",".239","85.0%","","","","1.87","","3.35","","1.3","26","9","6","1.87","65","0","0","0","22","","91.1","363","72","23","19","7","24","10","2","8","1","58","","","","","","","","","","","","5.72","2.36","2.42","7.09","0.69",".214","1.05",".239","85.0%","3.35","","","","","","","","","","","12.7","91.1","12.7","1.3","","","","2.24","-9.08","11.31","14.43","1.48","1.82","1.89","2.06","2.66","14","1.72","-0.49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","14","48","85","","16.0%","6.6%","","","-1.48","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.7","0.9","1.4","2.4","26 - 26","9.4%","","","","","","","3.39","24.5%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104","74","141","80","81","84","78","85","119","112","79","","","","","","","","","","","","","","","","","","0","","","","1005656"
"Jeff Innis","NYM","1","1","0","12","0","19.0","6.63","0.95","0.00",".297","71.4%","","","","1.89","","1.61","","0.4","25","1","1","1.89","12","0","0","0","0","","19.0","80","19","6","4","0","2","1","0","0","0","14","","","","","","","","","","","","6.63","0.95","7.00","9.00","0.00",".244","1.11",".297","71.4%","1.61","","","","","","","","","","","3.1","19.0","3.1","0.4","","","","0.03","-0.82","0.85","2.37","0.30","0.67","0.52","0.47","0.08","5","0.13","-0.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1","58","46","","17.5%","2.5%","","","0.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","-0.1","-0.1","-0.2","25 - 25","15.0%","","","","","","","2.71","20.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","117","32","368","107","0","100","88","108","99","116","32","","","","","","","","","","","","","","","","","","0","","","","1006266"
"Alejandro Pena","LAD","6","7","12","60","0","94.1","7.92","2.58","0.38",".270","76.0%","","","","1.91","","2.45","","1.7","29","6","7","1.91","60","0","0","0","12","","94.1","378","75","29","20","4","27","6","1","3","2","83","","","","","","","","","","","","7.92","2.58","3.07","7.16","0.38",".214","1.08",".270","76.0%","2.45","","","","","","","","","","","14.7","94.1","14.7","1.7","","","","1.98","-6.95","8.93","13.69","1.50","1.27","1.40","1.44","1.82","29","1.16","0.40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28","12","58","71","","22.0%","7.1%","","","-0.54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.6","0.3","-0.3","0.0","29 - 29","14.8%","","","","","","","2.74","30.2%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","139","86","161","85","58","88","86","99","105","146","90","","","","","","","","","","","","","","","","","","0","","","","1010140"
"Mark Davis","SDP","5","10","28","62","0","98.1","9.34","3.84","0.18",".266","80.6%","","","","2.01","","2.24","","2.8","27","5","10","2.01","62","0","0","0","28","","98.1","402","70","24","22","2","42","11","0","9","1","102","","","","","","","","","","","","9.34","3.84","2.43","6.41","0.18",".194","1.14",".266","80.6%","2.24","","","","","","","","","","","24.3","98.1","24.3","2.8","","","","1.97","-12.14","14.12","10.72","1.30","2.00","1.80","1.96","2.26","10","1.70","-0.71","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28","16","59","62","","25.4%","10.4%","","","-0.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.4","0.3","0.3","0.6","27 - 27","14.9%","","","","","","","2.72","36.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","164","129","128","76","28","80","90","97","112","168","132","","","","","","","","","","","","","","","","","","0","","","","1003067"
