"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","Age","G","AB","PA","H","1B","2B","3B","HR","R","RBI","BB","IBB","SO","HBP","SF","SH","GDP","SB","CS","AVG","GB","FB","LD","IFFB","Pitches","Balls","Strikes","IFH","BU","BUH","BB%","K%","BB/K","OBP","SLG","OPS","ISO","BABIP","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","IFH%","BUH%","wOBA","wRAA","wRC","Bat","Fld","Rep","Pos","RAR","WAR","Dol","Spd","wRC+","WPA","-WPA","+WPA","RE24","REW","pLI","phLI","PH","WPA/LI","Clutch","FB%","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","SF%","SFv","KN%","KNv","XX%","PO%","wFB","wSL","wCT","wCB","wCH","wSF","wKN","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","wSF/C","wKN/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","BsR","FA% (sc)","FT% (sc)","FC% (sc)","FS% (sc)","FO% (sc)","SI% (sc)","SL% (sc)","CU% (sc)","KC% (sc)","EP% (sc)","CH% (sc)","SC% (sc)","KN% (sc)","UN% (sc)","vFA (sc)","vFT (sc)","vFC (sc)","vFS (sc)","vFO (sc)","vSI (sc)","vSL (sc)","vCU (sc)","vKC (sc)","vEP (sc)","vCH (sc)","vSC (sc)","vKN (sc)","FA-X (sc)","FT-X (sc)","FC-X (sc)","FS-X (sc)","FO-X (sc)","SI-X (sc)","SL-X (sc)","CU-X (sc)","KC-X (sc)","EP-X (sc)","CH-X (sc)","SC-X (sc)","KN-X (sc)","FA-Z (sc)","FT-Z (sc)","FC-Z (sc)","FS-Z (sc)","FO-Z (sc)","SI-Z (sc)","SL-Z (sc)","CU-Z (sc)","KC-Z (sc)","EP-Z (sc)","CH-Z (sc)","SC-Z (sc)","KN-Z (sc)","wFA (sc)","wFT (sc)","wFC (sc)","wFS (sc)","wFO (sc)","wSI (sc)","wSL (sc)","wCU (sc)","wKC (sc)","wEP (sc)","wCH (sc)","wSC (sc)","wKN (sc)","wFA/C (sc)","wFT/C (sc)","wFC/C (sc)","wFS/C (sc)","wFO/C (sc)","wSI/C (sc)","wSL/C (sc)","wCU/C (sc)","wKC/C (sc)","wEP/C (sc)","wCH/C (sc)","wSC/C (sc)","wKN/C (sc)","O-Swing% (sc)","Z-Swing% (sc)","Swing% (sc)","O-Contact% (sc)","Z-Contact% (sc)","Contact% (sc)","Zone% (sc)","Pace","Def","wSB","UBR","Age Rng","Off","Lg","wGDP","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","TTO%","CH% (pi)","CS% (pi)","CU% (pi)","FA% (pi)","FC% (pi)","FS% (pi)","KN% (pi)","SB% (pi)","SI% (pi)","SL% (pi)","XX% (pi)","vCH (pi)","vCS (pi)","vCU (pi)","vFA (pi)","vFC (pi)","vFS (pi)","vKN (pi)","vSB (pi)","vSI (pi)","vSL (pi)","vXX (pi)","CH-X (pi)","CS-X (pi)","CU-X (pi)","FA-X (pi)","FC-X (pi)","FS-X (pi)","KN-X (pi)","SB-X (pi)","SI-X (pi)","SL-X (pi)","XX-X (pi)","CH-Z (pi)","CS-Z (pi)","CU-Z (pi)","FA-Z (pi)","FC-Z (pi)","FS-Z (pi)","KN-Z (pi)","SB-Z (pi)","SI-Z (pi)","SL-Z (pi)","XX-Z (pi)","wCH (pi)","wCS (pi)","wCU (pi)","wFA (pi)","wFC (pi)","wFS (pi)","wKN (pi)","wSB (pi)","wSI (pi)","wSL (pi)","wXX (pi)","wCH/C (pi)","wCS/C (pi)","wCU/C (pi)","wFA/C (pi)","wFC/C (pi)","wFS/C (pi)","wKN/C (pi)","wSB/C (pi)","wSI/C (pi)","wSL/C (pi)","wXX/C (pi)","O-Swing% (pi)","Z-Swing% (pi)","Swing% (pi)","O-Contact% (pi)","Z-Contact% (pi)","Contact% (pi)","Zone% (pi)","Pace (pi)","FRM","AVG+","BB%+","K%+","OBP+","SLG+","ISO+","BABIP+","LD+%","GB%+","FB%+","HR/FB%+","Pull%+","Cent%+","Oppo%+","Soft%+","Med%+","Hard%+","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","Events","CStr%","CSW%","xBA","xSLG","xwOBA","L-WAR","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Toby Hernandez","TOR","3","2","0","1","0","0","0.0%","0.0%",".000",".500",".500",".500",".500",".454","","181","0.0","0.2","0.0","0.0","25","3","2","2","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0",".500","","","","","","","","","","","0.0%","0.0%","0.00",".500",".500","1.000",".000",".500","","","","","","","","",".454","0.2","0","0.2","0.0","0.1","0.0","0.3","0.0","","2.6","181","0.00","0.00","0.00","0.03","0.00","0.08","","0","0.03","-0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","0.0","","25 - 25","0.2","0.0","","","","","","","","0.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","190","0","0","153","126","0","175","","","","","","","","","","","","","","","","","","0","","","","","","0.0","3","2","0","1","0","0","0.0%","0.0%",".000",".500",".500",".500",".500",".454","","181","0.0","0.2","0.0","0.0","1005713"
"Brad Lesley","CIN","16","2","0","0","1","0","0.0%","0.0%",".000",".500",".500",".500",".500",".454","","188","0.0","0.2","0.2","0.0","25","16","2","2","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0",".500","","","","","","","","","","","0.0%","0.0%","0.00",".500",".500","1.000",".000",".500","","","","","","","","",".454","0.2","0","0.2","0.0","0.1","0.2","0.4","0.0","","0.1","188","-0.01","-0.01","0.00","0.89","0.09","0.26","","0","0.04","-0.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","0.0","","25 - 25","0.2","0.0","","","","","","","","0.0%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","190","0","0","152","131","0","172","","","","","","","","","","","","","","","","","","0","","","","","","0.0","16","2","0","0","1","0","0.0%","0.0%",".000",".500",".500",".500",".500",".454","","188","0.0","0.2","0.2","0.0","1007557"
"John Castino","MIN","8","32","0","5","3","0","15.6%","6.3%",".037",".480",".444",".531",".481",".447","","176","0.0","2.8","1.0","0.5","29","8","27","32","12","11","1","0","0","5","3","5","2","2","0","0","0","2","0","0",".444","","","","","","","","","","","15.6%","6.3%","2.50",".531",".481","1.013",".037",".480","","","","","","","","",".447","3.2","7","2.8","1.0","0.9","0.0","4.9","0.5","","1.4","176","0.29","-0.35","0.64","3.38","0.35","0.92","","0","0.26","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","0.0","","29 - 29","2.8","0.1","","","","","","","","21.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","169","189","47","163","121","28","168","","","","","","","","","","","","","","","","","","0","","","","","","0.5","8","32","0","5","3","0","15.6%","6.3%",".037",".480",".444",".531",".481",".447","","176","0.0","2.8","1.0","0.5","1002062"
"Vic Rodriguez","BAL","11","17","0","4","2","0","0.0%","11.8%",".176",".467",".412",".412",".588",".443","","179","0.0","1.6","-1.0","0.1","22","11","17","17","7","4","3","0","0","4","2","0","0","2","0","0","0","0","0","0",".412","","","","","","","","","","","0.0%","11.8%","0.00",".412",".588","1.000",".176",".467","","","","","","","","",".443","1.6","4","1.6","-1.0","0.5","0.0","1.1","0.1","","2.6","179","0.00","-0.20","0.20","2.15","0.22","0.66","","0","-0.05","0.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.0","0.0","","22 - 22","1.6","0.0","","","","","","","","11.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","156","0","88","126","148","132","164","","","","","","","","","","","","","","","","","","0","","","","","","0.1","11","17","0","4","2","0","0.0%","11.8%",".176",".467",".412",".412",".588",".443","","179","0.0","1.6","-1.0","0.1","1011116"
"Danny Tartabull","SEA","10","24","2","3","7","0","8.3%","12.5%",".350",".250",".300",".375",".650",".435","","171","0.0","2.0","1.3","0.4","21","10","20","24","6","3","1","0","2","3","7","2","0","3","1","1","0","0","0","0",".300","","","","","","","","","","","8.3%","12.5%","0.67",".375",".650","1.025",".350",".250","","","","","","","","",".435","2.2","5","2.0","1.0","0.7","0.3","4.0","0.4","","0.6","171","0.69","-0.17","0.86","2.93","0.29","0.98","0.32","1","0.27","0.43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.3","0.0","","21 - 21","2.0","0.1","","","","","","","","29.2%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","114","101","94","115","163","261","88","","","","","","","","","","","","","","","","","","0","","","","","","0.4","10","24","2","3","7","0","8.3%","12.5%",".350",".250",".300",".375",".650",".435","","171","0.0","2.0","1.3","0.4","1012829"
"Jesse Orosco","NYM","60","8","0","1","1","0","37.5%","25.0%",".000",".500",".250",".571",".250",".432","","180","0.0","0.7","0.7","0.2","27","60","4","8","1","1","0","0","0","1","1","3","0","2","0","0","1","0","0","0",".250","","","","","","","","","","","37.5%","25.0%","1.50",".571",".250",".821",".000",".500","","","","","","","","",".432","0.7","2","0.7","0.0","0.2","0.7","1.7","0.2","","1.1","180","0.33","-0.01","0.34","1.67","0.18","0.76","","0","0.26","0.18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7","0.0","","27 - 27","0.7","0.0","","","","","","","","62.5%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95","431","183","174","65","0","172","","","","","","","","","","","","","","","","","","0","","","","","","0.2","60","8","0","1","1","0","37.5%","25.0%",".000",".500",".250",".571",".250",".432","","180","0.0","0.7","0.7","0.2","667"
"Rick Schu","PHI","17","36","2","12","5","0","16.7%","16.7%",".345",".273",".276",".389",".621",".430","","176","0.0","3.1","-1.9","0.3","22","17","29","36","8","3","2","1","2","12","5","6","0","6","0","1","0","0","0","0",".276","","","","","","","","","","","16.7%","16.7%","1.00",".389",".621","1.010",".345",".273","","","","","","","","",".430","3.1","7","3.1","-2.0","1.0","0.1","2.3","0.3","","5.1","176","0.27","-0.41","0.69","2.56","0.28","0.86","2.77","2","0.40","-0.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.9","0.0","","22 - 22","3.1","0.1","","","","","","","","38.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105","192","122","118","162","288","94","","","","","","","","","","","","","","","","","","0","","","","","","0.3","17","36","2","12","5","0","16.7%","16.7%",".345",".273",".276",".389",".621",".430","","176","0.0","3.1","-1.9","0.3","1011650"
"Nelson Simmons","DET","9","32","0","4","3","1","6.3%","15.6%",".067",".520",".433",".469",".500",".429","","170","0.2","2.8","-0.6","0.3","21","9","30","32","13","11","2","0","0","4","3","2","1","5","0","0","0","2","1","0",".433","","","","","","","","","","","6.3%","15.6%","0.40",".469",".500",".969",".067",".520","","","","","","","","",".429","2.7","6","2.6","0.0","0.9","-0.6","3.2","0.3","","4.3","170","0.51","-0.29","0.80","2.23","0.24","0.86","","0","0.23","0.37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.6","0.2","","21 - 21","2.8","0.1","","","","","","","","21.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","164","76","117","144","126","50","182","","","","","","","","","","","","","","","","","","0","","","","","","0.3","9","32","0","4","3","1","6.3%","15.6%",".067",".520",".433",".469",".500",".429","","170","0.2","2.8","-0.6","0.3","1011984"
"Jack Clark","SFG","57","249","11","33","44","1","17.3%","11.6%",".217",".325",".320",".434",".537",".422","","174","-0.2","20.5","-6.6","2.4","28","57","203","249","65","44","9","1","11","33","44","43","7","29","0","3","0","9","1","1",".320","","","","","","","","","","","17.3%","11.6%","1.48",".434",".537",".971",".217",".325","","","","","","","","",".422","20.1","48","20.7","-4.0","7.2","-2.6","22.0","2.4","","2.6","174","2.68","-3.99","6.67","19.41","2.07","1.16","2.35","1","2.02","0.30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-6.6","-0.2","","28 - 28","20.5","0.9","","","","","","","","33.3%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122","198","85","132","140","181","112","","","","","","","","","","","","","","","","","","0","","","","","","2.4","57","249","11","33","44","1","17.3%","11.6%",".217",".325",".320",".434",".537",".422","","174","-0.2","20.5","-6.6","2.4","1002288"
"Herm Winningham","NYM","14","28","0","5","5","2","3.6%","25.0%",".111",".550",".407",".429",".519",".422","","173","0.0","2.3","-3.0","0.0","22","14","27","28","11","9","1","1","0","5","5","1","0","7","0","0","0","0","2","1",".407","","","","","","","","","","","3.6%","25.0%","0.14",".429",".519",".947",".111",".550","","","","","","","","",".422","2.3","5","2.3","-3.0","0.8","0.0","0.2","0.0","","7.7","173","0.11","-0.37","0.48","2.75","0.31","0.81","0.71","5","0.18","-0.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-3.0","0.0","","22 - 22","2.3","0.1","","","","","","","","28.6%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","155","41","183","131","135","93","189","","","","","","","","","","","","","","","","","","0","","","","","","0.0","14","28","0","5","5","2","3.6%","25.0%",".111",".550",".407",".429",".519",".422","","173","0.0","2.3","-3.0","0.0","1014139"
"Tim Corcoran","PHI","102","248","5","30","36","0","14.9%","10.9%",".144",".371",".341",".440",".486",".410","","162","-0.4","17.0","-2.8","2.4","31","102","208","248","71","52","13","1","5","30","36","37","5","27","1","2","0","6","0","1",".341","","","","","","","","","","","14.9%","10.9%","1.37",".440",".486",".925",".144",".371","","","","","","","","",".410","17.7","45","17.4","0.0","7.2","-2.8","22.2","2.4","","2.0","162","0.11","-4.42","4.53","20.75","2.20","1.02","1.66","42","1.92","-1.81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2.8","-0.4","","31 - 31","17.0","0.9","","","","","","","","27.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","130","171","80","134","127","121","128","","","","","","","","","","","","","","","","","","0","","","","","","2.4","102","248","5","30","36","0","14.9%","10.9%",".144",".371",".341",".440",".486",".410","","162","-0.4","17.0","-2.8","2.4","1002621"
"Mitchell Page","PIT","16","15","0","2","0","0","20.0%","26.7%",".083",".500",".333",".467",".417",".409","","160","0.0","1.0","0.0","0.2","32","16","12","15","4","3","1","0","0","2","0","3","0","4","0","0","0","0","0","0",".333","","","","","","","","","","","20.0%","26.7%","0.75",".467",".417",".883",".083",".500","","","","","","","","",".409","1.1","3","1.0","","0.4","0.0","1.5","0.2","","1.3","160","0.13","-0.19","0.31","0.49","0.04","1.19","1.19","15","0.02","0.09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","0.0","","32 - 32","1.0","0.1","","","","","","","","46.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","127","230","196","142","109","70","172","","","","","","","","","","","","","","","","","","0","","","","","","0.2","16","15","0","2","0","0","20.0%","26.7%",".083",".500",".333",".467",".417",".409","","160","0.0","1.0","0.0","0.2","1009954"
"Rob Deer","SFG","13","32","3","5","3","1","21.9%","31.3%",".375",".091",".167",".375",".542",".406","","163","-0.2","2.1","-0.4","0.3","23","13","24","32","4","1","0","0","3","5","3","7","0","10","1","0","0","0","1","1",".167","","","","","","","","","","","21.9%","31.3%","0.70",".375",".542",".917",".375",".091","","","","","","","","",".406","2.2","6","2.3","0.0","0.9","-0.4","2.7","0.3","","3.2","163","0.15","-0.56","0.71","0.12","0.02","1.05","0.65","3","0.30","-0.16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.4","-0.2","","23 - 23","2.1","0.1","","","","","","","","62.5%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63","251","229","114","141","314","31","","","","","","","","","","","","","","","","","","0","","","","","","0.3","13","32","3","5","3","1","21.9%","31.3%",".375",".091",".167",".375",".542",".406","","163","-0.2","2.1","-0.4","0.3","1003137"
"Dwight Evans","BOS","162","738","32","121","104","3","13.0%","15.6%",".237",".314",".295",".388",".532",".405","","149","0.1","42.7","-16.3","5.3","32","162","630","738","186","109","37","8","32","121","104","96","2","115","4","7","1","19","3","1",".295","","","","","","","","","","","13.0%","15.6%","0.83",".388",".532",".920",".237",".314","","","","","","","","",".405","49.9","132","42.6","-9.0","21.4","-7.3","49.5","5.3","","4.8","149","5.00","-12.17","17.17","49.30","4.78","1.04","","0","4.39","0.42","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-16.3","0.1","","32 - 32","42.7","1.8","","","","","","","","32.9%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","112","158","117","119","134","176","110","","","","","","","","","","","","","","","","","","0","","","","","","5.3","162","738","32","121","104","3","13.0%","15.6%",".237",".314",".295",".388",".532",".405","","149","0.1","42.7","-16.3","5.3","1003865"
"Duane Walker","CIN","83","231","10","35","28","7","14.3%","15.2%",".236",".309",".292",".391",".528",".404","","154","0.2","14.3","-0.9","2.2","27","83","195","231","57","34","10","3","10","35","28","33","2","35","0","2","1","1","7","3",".292","","","","","","","","","","","14.3%","15.2%","0.94",".391",".528",".920",".236",".309","","","","","","","","",".404","15.3","41","14.1","1.0","6.7","-1.9","20.9","2.2","","6.2","154","0.99","-3.77","4.76","16.78","1.77","1.04","1.99","17","1.47","-0.52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.9","0.2","","27 - 27","14.3","0.8","","","","","","","","33.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","111","164","111","119","138","197","107","","","","","","","","","","","","","","","","","","0","","","","","","2.2","83","231","10","35","28","7","14.3%","15.2%",".236",".309",".292",".391",".528",".404","","154","0.2","14.3","-0.9","2.2","1013513"
"Kevin Buckley","TEX","5","9","0","1","0","0","22.2%","44.4%",".143",".667",".286",".444",".429",".402","","151","0.0","0.5","-0.3","0.1","25","5","7","9","2","1","1","0","0","1","0","2","0","4","0","0","0","0","0","0",".286","","","","","","","","","","","22.2%","44.4%","0.50",".444",".429",".873",".143",".667","","","","","","","","",".402","0.6","2","0.5","","0.3","-0.3","0.5","0.1","","1.1","151","0.10","-0.10","0.20","1.08","0.11","0.96","1.67","2","0.09","0.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.3","0.0","","25 - 25","0.5","0.0","","","","","","","","66.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108","269","334","136","108","106","234","","","","","","","","","","","","","","","","","","0","","","","","","0.1","5","9","0","1","0","0","22.2%","44.4%",".143",".667",".286",".444",".429",".402","","151","0.0","0.5","-0.3","0.1","1001624"
"Don Mattingly","NYY","153","662","23","91","110","1","6.2%","5.0%",".194",".331",".343",".381",".537",".401","","153","-0.3","40.6","-3.9","6.1","23","153","603","662","207","138","44","2","23","91","110","41","8","33","1","9","8","15","1","1",".343","","","","","","","","","","","6.2%","5.0%","1.24",".381",".537",".918",".194",".331","","","","","","","","",".401","42.4","116","40.8","5.0","19.2","-8.9","57.4","6.1","","2.4","153","4.40","-11.47","15.87","42.76","4.42","1.13","1.15","4","4.06","-0.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-3.9","-0.3","","23 - 23","40.6","1.6","","","","","","","","14.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","130","75","37","117","135","145","116","","","","","","","","","","","","","","","","","","0","","","","","","6.1","153","662","23","91","110","1","6.2%","5.0%",".194",".331",".343",".381",".537",".401","","153","-0.3","40.6","-3.9","6.1","1008261"
"Eddie Miller","SDP","13","14","1","4","2","4","0.0%","28.6%",".357",".333",".286",".286",".643",".400","","158","0.8","1.7","-0.1","0.2","27","13","14","14","4","2","0","1","1","4","2","0","0","4","0","0","0","0","4","0",".286","","","","","","","","","","","0.0%","28.6%","0.00",".286",".643",".929",".357",".333","","","","","","","","",".400","0.9","2","0.9","0.0","0.4","-0.1","2.1","0.2","","10.0","158","-0.09","-0.40","0.31","-0.21","-0.03","1.43","1.05","1","-0.03","-0.03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.1","0.8","","27 - 27","1.7","0.0","","","","","","","","35.7%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","109","0","210","87","168","299","115","","","","","","","","","","","","","","","","","","0","","","","","","0.2","13","14","1","4","2","4","0.0%","28.6%",".357",".333",".286",".286",".643",".400","","158","0.8","1.7","-0.1","0.2","1008893"
"Dave Winfield","NYY","141","626","19","106","100","6","8.5%","11.3%",".175",".360",".340",".393",".515",".399","","151","-0.4","37.1","-11.6","4.8","32","141","567","626","193","136","34","4","19","106","100","53","9","71","0","6","0","14","6","4",".340","","","","","","","","","","","8.5%","11.3%","0.75",".393",".515",".908",".175",".360","","","","","","","","",".399","39.0","109","37.5","-6.0","18.1","-5.6","45.0","4.8","","4.5","151","3.78","-10.79","14.57","41.40","4.37","1.11","","0","3.81","-0.41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.6","-0.4","","32 - 32","37.1","1.5","","","","","","","","22.8%","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","129","103","85","120","129","130","126","","","","","","","","","","","","","","","","","","0","","","","","","4.8","141","626","19","106","100","6","8.5%","11.3%",".175",".360",".340",".393",".515",".399","","151","-0.4","37.1","-11.6","4.8","1014127"
