Season,Name,Team,Age,playerid,Pos_Cat
1982,Daryl Sconiers,CAL,23,1011670,DH
2010,Ken Griffey Jr.,SEA,40,327,DH
1990,Marty Brown,BAL,27,1001543,DH
2010,Matt Mangini,SEA,24,8051,DH
1989,Sam Horn,BOS,25,1006029,DH
1986,Dave Hengel,SEA,24,1005646,DH
1984,Jim Eisenreich,MIN,25,1003719,DH
1991,Kevin Romine,BOS,30,1011173,DH
2000,Edgard Clemente,ANA,24,1002337,DH
2003,Morgan Burkhart,KCR,31,1745,DH
2014,Brennan Boesch,LAA,29,914,DH
1991,Luis de los Santos,DET,24,1003180,DH
2001,Michael Coleman,NYY,25,1002429,DH
2011,Matt Stairs,WSN,43,1384,DH
2003,Carlos Mendez,BAL,29,1716,DH
2015,Allen Craig,BOS,30,3433,DH
2020,Josh Rojas,ARI,26,19734,DH
2008,Mark Sweeney,LAD,38,1408,DH
1993,Greg Pirkl,SEA,22,1010367,DH
2003,Jarrod Patterson,KCR,29,486,DH
1999,Rob Butler,TOR,29,1001783,DH
1980,Ralph Garr,CAL,34,1004554,DH
1980,Gary Gray,CLE,27,1004970,DH
2012,Ryan Lavarnway,BOS,24,8879,DH
2014,Vince Belnome,TBR,26,8126,DH
1988,Dave Hengel,SEA,26,1005646,DH
2009,Russ Adams,TOR,28,4519,DH
1983,Don Money,MIL,36,1009052,DH
1980,Jesus Vega,MIN,24,1013393,DH
1997,Mickey Tettleton,TEX,36,1012939,DH
1998,Joe Vitiello,KCR,28,1748,DH
1989,Chris Hoiles,BAL,24,1005935,DH
2010,Eric Byrnes,SEA,34,905,DH
1986,Luis Salazar,CHW,30,1011378,DH
1985,Rusty Kuntz,DET,30,1007212,DH
2008,Eider Torres,BAL,25,2905,DH
1985,Scott Bradley,NYY,25,1001315,DH
1980,Willie Norwood,MIN,29,1009648,DH
1981,Tim Hosley,OAK,34,1006042,DH
1983,Mike Laga,DET,23,1007253,DH
2013,Ben Francisco,NYY,31,4677,DH
2003,Dean Palmer,DET,34,482,DH
2012,Hideki Matsui,TBR,38,1659,DH
1990,Greg Walker,- - -,30,1013520,DH
2010,Trevor Plouffe,MIN,24,7462,DH
2022,Elier Hernandez,TEX,27,13750,DH
1987,Doug Frobel,CLE,28,1004371,DH
1990,Rich Rowland,DET,26,1011262,DH
1999,Chris Pritchett,ANA,29,1010541,DH
1995,Joe Hall,DET,29,1005255,DH
2014,Guilder Rodriguez,TEX,30,3412,DH
1991,Jeff McKnight,BAL,28,1008600,DH
1980,Rich Gedman,BOS,20,1004592,DH
2020,Josh Phegley,CHC,32,9308,DH
2022,Alex Dickerson,ATL,32,12649,DH
1994,Darren Bragg,SEA,24,83,DH
2015,Marc Krauss,- - -,27,7577,DH
1998,Warren Newson,TEX,33,1009549,DH
1985,Joe Nolan,BAL,34,1009617,DH
1987,Casey Parsons,CLE,33,1010027,DH
1994,Luis Ortiz,BOS,24,1009862,DH
1983,Bob Molinaro,- - -,33,1009039,DH
1989,Pete Dalena,CLE,29,1002939,DH
2003,Jose Morban,BAL,23,1682,DH
2022,Brent Rooker,- - -,27,19627,DH
2019,A.J. Reed,CHW,26,16246,DH
1995,Derrick White,DET,25,1013863,DH
1981,Ken Phelps,KCR,26,1010277,DH
1988,Randy Kutcher,BOS,28,1007222,DH
2010,Randy Ruiz,TOR,32,2761,DH
2016,Joey Gallo,TEX,22,14128,DH
2003,Pete LaForest,TBD,25,1821,DH
1990,Brian Dorsett,NYY,29,1003416,DH
1980,Manny Castillo,KCR,23,1002065,DH
1991,Rob Maurer,TEX,24,1008278,DH
1981,Garry Hancock,BOS,27,1005294,DH
1999,Mark Dalesandro,TOR,31,1002940,DH
1995,Wes Chamberlain,BOS,29,1002126,DH
1990,George Canale,MIL,24,1001903,DH
2014,Jason Bartlett,MIN,34,8219,DH
2020,Hunter Pence,SFG,37,8252,DH
1986,Fred McGriff,TOR,22,293,DH
1986,Kelly Paris,BAL,28,1009994,DH
2006,Antonio Perez,OAK,26,1708,DH
1990,Bill Haselman,TEX,24,1254,DH
1996,Rikkert Faneyte,TEX,27,1003920,DH
2003,Jonny Gomes,TBD,22,1845,DH
2015,Terrance Gore,KCR,24,13658,DH
2007,Donny Lucy,CHW,24,7498,DH
1996,Mike Robertson,CHW,25,1011041,DH
2003,Ron Gant,OAK,38,1032,DH
1987,Rich Renteria,SEA,25,1010838,DH
2006,Kevin Witt,TBD,30,362,DH
1982,Butch Hobson,NYY,30,1005872,DH
2020,Abraham Almonte,SDP,31,5486,DH
1986,Brian Harper,DET,26,1005376,DH
2007,Josh Rabe,MIN,28,3007,DH
1987,Andre Thornton,CLE,37,1013037,DH
2022,Donny Sands,PHI,26,18603,DH
2001,John Jaha,OAK,35,1006336,DH
2001,Eric Valent,PHI,24,1629,DH
2022,Robinson Cano,- - -,39,3269,DH
1988,Mike Felder,MIL,26,1003970,DH
1989,Dave Hengel,CLE,27,1005646,DH
2001,Harold Baines,CHW,42,1000434,DH
2009,Niuman Romero,CLE,24,5063,DH
2014,Jesus Aguilar,CLE,24,11342,DH
2021,Nick Williams,CHW,27,14330,DH
2004,Val Majewski,BAL,23,4851,DH
2021,Todd Frazier,PIT,35,785,DH
1993,Mark Leonard,BAL,28,1007537,DH
1997,Darryl Strawberry,NYY,35,1012606,DH
1995,Sam Horn,TEX,31,1006029,DH
1980,Randy Elliott,OAK,29,1003743,DH
2003,Matt Diaz,TBD,25,1771,DH
1988,Scott Lusader,DET,23,1007844,DH
2003,Mike Lamb,TEX,27,1258,DH
2017,Cody Asche,CHW,27,11997,DH
1985,Ron Shepherd,TOR,24,1011867,DH
2000,Carlos Casimiro,BAL,23,1002046,DH
2020,Christian Colon,CIN,31,11145,DH
1992,Dave Henderson,OAK,33,1005630,DH
1988,Kevin Reimer,TEX,24,1010807,DH
2007,Matthew LeCroy,MIN,31,1456,DH
1992,Luis Quinones,MIN,30,1010614,DH
1991,Tony Bernazard,DET,34,1000889,DH
1983,Rod Allen,SEA,23,1000158,DH
1986,Ricky Nelson,SEA,27,1009509,DH
2014,Billy Burns,OAK,24,12701,DH
1992,Bernardo Brito,MIN,28,1001444,DH
1986,Alejandro Sanchez,MIN,27,1011404,DH
2009,Cliff Floyd,SDP,36,518,DH
1989,Greg Myers,TOR,23,933,DH
2020,Zack Collins,CHW,25,19181,DH
2011,Chris Carter,OAK,24,9911,DH
1990,Ozzie Canseco,OAK,25,1001919,DH
1999,David Ortiz,MIN,23,745,DH
1988,Larry See,TEX,28,1011717,DH
2008,Jason Pridie,MIN,24,4611,DH
2008,Elliot Johnson,TBR,24,4751,DH
1983,Otto Velez,CLE,32,1013399,DH
1998,Pete Incaviglia,- - -,34,1006257,DH
1990,Steve Springer,CLE,29,1012364,DH
2017,Terrance Gore,KCR,26,13658,DH
1998,Mike Robertson,ARI,27,1011041,DH
2001,Glenallen Hill,ANA,36,1005820,DH
2017,Steve Selsky,BOS,27,12957,DH
2005,Scott Spiezio,SEA,32,37,DH
2007,Angel Berroa,KCR,29,591,DH
2017,Francisco Mejia,CLE,21,16403,DH
2021,Curtis Terry,TEX,24,18881,DH
2020,Derek Hill,DET,24,16947,DH
2001,Jose Fernandez,ANA,26,1003998,DH
1989,Dean Palmer,TEX,20,482,DH
1980,Dan Gonzales,DET,26,1004829,DH
1983,Marshall Brant,OAK,27,1001359,DH
1983,Dave Hudgens,OAK,26,1006129,DH
1991,Shawn Hare,DET,24,1005355,DH
1989,Danny Sheaffer,CLE,27,1011829,DH
1991,Mark Salas,DET,30,1011376,DH
2022,Terrance Gore,NYM,31,13658,DH
2020,Ryon Healy,MIL,28,15447,DH
1996,Raul Ibanez,SEA,24,607,DH
1981,Mike Davis,OAK,22,1003070,DH
2013,Travis Ishikawa,- - -,29,4793,DH
2002,Pedro Swann,TOR,31,1323,DH
2004,Greg Colbrunn,ARI,34,51,DH
2019,Miguel Andujar,NYY,24,15878,DH
1999,Dee Brown,KCR,21,593,DH
1999,Shane Monahan,SEA,24,1009047,DH
1988,Rod Allen,CLE,28,1000158,DH
1991,John Russell,TEX,30,1011317,DH
2016,Renato Nunez,OAK,22,14503,DH
2010,Ryan Garko,TEX,29,6319,DH
2019,Dustin Pedroia,BOS,35,8370,DH
2005,Curtis Pride,LAA,36,1762,DH
2013,Chris Marrero,WSN,24,2852,DH
1985,John Lowenstein,BAL,38,1007790,DH
1996,Jorge Posada,NYY,24,841,DH
2020,Kevin Cron,ARI,27,16211,DH
1997,Vince Coleman,DET,35,1002433,DH
2005,Scott Hairston,ARI,25,1926,DH
2004,Jonny Gomes,TBD,23,1845,DH
1998,Derrick White,- - -,28,1013863,DH
1994,Eric Wedge,BOS,26,1013723,DH
1992,Shawn Jeter,CHW,26,1006406,DH
1990,Rodney McCray,CHW,26,1008427,DH
1985,Scotti Madison,DET,25,1007955,DH
2013,Jemile Weeks,OAK,26,2498,DH
1991,Luis Medina,CLE,28,1008715,DH
1988,Sap Randall,CHW,27,1010691,DH
1992,Mike Humphreys,NYY,25,1006187,DH
1983,Wil Culmer,CLE,25,1002866,DH
1988,Wade Rowdon,BAL,27,1011251,DH
2007,Justin Huber,KCR,24,3147,DH
2012,Luis Jimenez,SEA,30,2602,DH
2018,Jarrod Saltalamacchia,DET,33,5557,DH
1993,Chito Martinez,BAL,27,1008159,DH
2000,Karim Garcia,- - -,24,1537,DH
1990,Tom Lawless,TOR,33,1007394,DH
2012,Mike Costanzo,CIN,28,3533,DH
2006,Jack Hannahan,DET,26,3692,DH
2022,Tim Beckham,MIN,32,7949,DH
2020,Ryan Goins,CHW,32,9807,DH
1996,Shannon Penn,DET,26,1010162,DH
2000,Chan Perry,CLE,27,1567,DH
1998,Mark Johnson,ANA,30,1376,DH
1998,Dave Silvestri,TBD,30,1011972,DH
2002,Dean Palmer,DET,33,482,DH
1985,Dan Meyer,OAK,32,1008824,DH
2011,Manny Ramirez,TBR,39,210,DH
2012,Stephen Vogt,TBR,27,5000,DH
1993,Matt Merullo,CHW,27,1008797,DH
1985,Leo Hernandez,BAL,25,1005707,DH
1980,Marshall Brant,NYY,24,1001359,DH
1981,Kim Allen,SEA,28,1000151,DH
1981,Jimmy Sexton,OAK,29,1011773,DH
1982,Pedro Hernandez,TOR,23,1005709,DH
1982,Vance McHenry,SEA,25,1008565,DH
1982,Dave Stegman,NYY,28,1012460,DH
1982,Mike Young,BAL,22,1014386,DH
1983,Rusty McNealy,OAK,24,1008665,DH
1984,Dave Leeper,KCR,24,1007463,DH
1984,Geno Petralli,TOR,24,1010244,DH
1984,Ron Shepherd,TOR,23,1011867,DH
1985,Kelly Paris,BAL,27,1009994,DH
1986,Scotti Madison,DET,26,1007955,DH
1986,Dwight Taylor,KCR,26,1012868,DH
1987,Alejandro Sanchez,OAK,28,1011404,DH
1988,Lance Blankenship,OAK,24,1001052,DH
1988,Ed Jurak,OAK,30,1006651,DH
1989,Juan Bell,BAL,21,1000813,DH
1989,La Vel Freeman,MIL,26,1004324,DH
1989,Kevin Reimer,TEX,25,1010807,DH
1989,Jim Wilson,SEA,28,1014090,DH
1990,Juan Bell,BAL,22,1000813,DH
1990,Terry Francona,MIL,31,1004292,DH
1990,Ozzie Virgil,TOR,33,1013439,DH
1991,Shane Turner,BAL,28,1013232,DH
1993,Shawn Green,TOR,20,651,DH
1994,Tom Goodwin,KCR,25,1114,DH
1996,Phil Clark,BOS,28,1002303,DH
1997,Mike Figga,NYY,26,1004034,DH
1997,Giomar Guevara,SEA,24,1005123,DH
1998,Dee Brown,KCR,20,593,DH
2000,Kenny Kelly,TBD,21,1084,DH
2000,Gary Gaetti,BOS,41,1004422,DH
2001,Scott Seabol,NYY,26,846,DH
2001,Henry Rodriguez,NYY,33,1427,DH
2001,Jermaine Clark,DET,24,1664,DH
2002,Ron Wright,SEA,26,1103,DH
2003,Bill Haselman,BOS,37,1254,DH
2003,Chad Meyers,SEA,27,1787,DH
2003,Jamal Strong,SEA,24,1820,DH
2004,Andres Torres,DET,26,1488,DH
2005,Brandon Phillips,CLE,24,791,DH
2005,Ryan Garko,CLE,24,6319,DH
2006,Yurendell DeCaster,PIT,26,2329,DH
2006,Mike Rabelo,DET,26,3693,DH
2008,Ryan Roberts,TEX,27,5653,DH
2009,Ryan Budde,LAA,29,3768,DH
2013,Danny Worth,DET,27,198,DH
2013,Wilson Betemit,BAL,31,1861,DH
2013,Freddy Guzman,TBR,32,2162,DH
2013,Dan Johnson,BAL,33,2167,DH
2014,Corey Brown,BOS,28,2650,DH
2014,Lane Adams,KCR,24,10767,DH
2015,Garin Cecchini,BOS,24,11608,DH
2016,Michael Morse,PIT,34,3035,DH
2016,Eric Young Jr.,NYY,31,7158,DH
2016,Dalton Pompey,TOR,23,12797,DH
2016,Terrance Gore,KCR,25,13658,DH
2017,David Washington,BAL,26,12110,DH
2017,A.J. Reed,HOU,24,16246,DH
2019,Yasmany Tomas,ARI,28,17171,DH
2020,Terrance Gore,LAD,29,13658,DH
2020,Yermin Mercedes,CHW,27,17423,DH
2020,Seth Brown,OAK,27,18171,DH
2021,Sean Kazmar jr.,ATL,36,7349,DH
2022,Tony Wolters,LAD,30,11470,DH
2022,Travis Shaw,BOS,32,11982,DH
2022,Luis Liberato,SDP,26,17307,DH
2022,Josh Lester,DET,27,17737,DH
2022,Travis Blankenhorn,NYM,25,18395,DH
2022,Ronnie Dawson,CIN,27,19710,DH
